Timestamp,What is your gender?,What is your ethnicity?,What academic year are you?,What is your major?,"Student GPA? (If you don't know guestimate, ex. 3.5+)",After COVID did your GPA increase or decrease?,Number of units enrolled? ,Have you attended UCR prior to Spring Quarter 2020?,How do you feel about your progress in academics so far?,How is your school experience this academic year at UCR so far?,What advice would you give to other students that might help them receive a better school experience?,How many research or personal projects have you undertaken this academic school year? (not counting required class projects),How many hours do you spend per week participating in school clubs/organizations?,How many times have you visited office hours this academic year?,How many hours do you spend per week working on homework?,BEFORE COVID: Did you live on-campus or off-campus? ,"With no financial burden, where would you prefer to live?",Where do you plan on living when campus opens? (Assuming things go back to the way it was pre-covid),Do you prefer in-person or remote learning?,"In general, which of the following do you do during your online lectures? (You may select more than one)","On average, what percentage of your online lecture time do you spend playing video games? ","On average, what percentage of your online lecture time do you spend watching digital media  (i.e. Youtube, Netflix, Twitch, etc.)? ","On average, what percentage of your online lecture time do you spend on social media (i.e. Instagram, Facebook, TikTok, etc.)? ","What other activities, besides the ones mentioned above, are you doing during the duration of your lecture that is unrelated to the lecture (sleep, eat, work from another class, chores, etc.)?","In general, what is your attendance rate for your online lectures, including pre-recorded lectures?","If you missed something from the lecture, which of the following do you do?",How likely are you to respond to notifications you receive during your online lecture?,"In general, how would you rate your online learning experience?","If you could change one thing about online learning, what would it be?","What TIME do you go to bed, on average? (10pm, 1am, 5am, etc)",Average hours of sleep per night?,"STUDY SCHEDULE: What time to what time do you spend on school? (classes + homework) (Ex: 9am - 6pm, 10pm-12am, etc.)","GAMING/SOCIAL MEDIA SCHEDULE: What time to what time do you spend on gaming or social media? (this includes YouTube) (Ex: 8pm-10pm, 12am-3am, etc.)",Roughly how much time in hours is spent on school in total? (classes and homework) PRIOR SPRING QUARTER 2020,Roughly how much time in hours is spent on school in total? (classes and homework) DURING/AFTER SPRING QUARTER 2020,Roughly how much time is spent on gaming or social media per day? (this includes YouTube) ,Do you own a pet?,"If you own a pet, how many do you own?","If you do own a pet, what pet(s) do you own?",What type(s) of meat do you eat?,"If you DON'T eat at least one type of meat, why?",Have any of the following happened as a result of quarantine?,Were you diagnosed with depression before Spring Quarter 2020?,Were you diagnosed with depression after Spring Quarter 2020?,If you did have depression has it gotten worse over quarantine?,How often did you do physical activity outdoors DURING the pandemic?,How often did you do physical activity outdoors BEFORE the pandemic?,How likely you to go hiking or biking  BEFORE the pandemic?,How likely you to go hiking or biking DURING the pandemic?,How often you visited the gym before the pandemic?,Have you looked for new activities since the start of the pandemic?,Has your junk food consumption change? ,Did you have a job before the pandemic?,Do you have a job during the pandemic?,Which streaming services were you subscribed to before the pandemic?,Approximately how much have you spent on streaming services per month before the pandemic?,Did you personally pay for the whole subscription?,"If you did pay for the whole subscription, for which streaming services did you pay for (before the pandemic)?  If you did not pay for any services at all, please answer with ""None"".",Which streaming services are you subscribed to now?,Approximately how much have you spent on streaming services per month during the pandemic?,D0 you personally pay for the whole subscription?,"If you did pay for the whole subscription, for which streaming services did you pay for (after the pandemic)? If you did not pay for any services at all, please answer with ""None"".","Have you started watching more Netflix, Hulu, Disney+, etc.?"
2/2/2021 13:30:25,Female,Hispanic or Latino or Spanish Origin,Sophomore,Computer Science,3.3 - 3.69,Decrease,14,Yes,3,It was okay,make friends! everyone is shy and probably wants you to approach first. School gets easier with friends,0,0,0,25,UCR Dorms,On-campus,On Campus Apartment,Combined (Online + on-campus),"Answer polls/questions (when mandatory for participation credit), Answer questions (when not mandatory, in chat), Answer questions (when not mandatory, verbally), Ask questions (in chat), Take notes",1,1,2,"sleep, finish other work",3,Both,4,3,no group projects,1 am,7,12pm-12am,"9am-12pm, 12am-1am",5,6,4h,No,0,I still don't own a pet!,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!","Lost a job, Moved back in with parents, Lack of access to technology",No,No,No,1 to 3 times a week,3 to 5 times a week,4,3,3-5 times a week,Yes,Unchanged,Yes,Yes,"Netflix, Hulu",$10 or less,"No, I use a family member's account",Hulu,"Netflix, Hulu, Disney+",$11 to $20,"Yes, I pay for the whole subscription","Hulu, dinsey+",no
2/2/2021 13:40:01,Male,Hispanic or Latino or Spanish Origin,Senior/Senior+,Computer Science,3.3 - 3.69,Same,12,Yes,4,I enjoyed it but it could have been better,Find people that have similar work tendencies. Make study groups with these people to motivate you to work.,0,0,0,5,Off-campus Apartments,Off-campus,Off - Campus Apartment,Combined (Online + on-campus),"Answer polls/questions (when mandatory for participation credit), Answer questions (when not mandatory, in chat), Ask questions (in chat)",2,2,2,eat,5,I actually watch the recorded lectures,5,4,N/A,12am,8,10am-4pm,10am-12am,30,20,6,No,0,I still don't own a pet!,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",Moved back in with parents,No,No,No,none,none,1,1,0-1 times a week,Yes,Unchanged,No,No,"Netflix, Hulu, Disney+",$11 to $20,"No, I split the cost with someone",Disney+,"Netflix, Hulu, Disney+",$11 to $20,"No, I split the cost with someone",Disney+,Same
2/2/2021 22:24:57,Female,Asian,Senior/Senior+,Statistics,3.3 - 3.69,Increase,16,Yes,4,I enjoyed it but it could have been better,"take it chill, if you're stuck/struggling with certain concepts ask for help!",2,0,0,7,On-campus Apartments,On-campus,I'm graduating,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Turn on your camera (when not mandatory), Answer questions (when not mandatory, in chat), Answer questions (when not mandatory, verbally), Take notes",1,1,2,sleep,4,Both,3,4,"Take advantage of remote learning and incorporate some guest lectures, projects in place of final",2am,6,"8am-9:20am, 11am-12pm, 3pm-5pm","1pm-2pm, 12am-1am",24,20,5 hours,No,0,I still don't own a pet!,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",Moved back in with parents,No,No,No,1 to 3 times a week,3 to 5 times a week,4,2,3-5 times a week,Yes,Unchanged,No,No,Netflix,I did not own any subscriptions,"No, I use a family member's account",None,Netflix,I do not own any subscriptions.,"No, I use a family member's account",None,Yes
2/3/2021 11:16:57,Male,Asian,Sophomore,Computer Science,3.7 - 4.0,Same,18,Yes,3,It was okay,Do the work and try to get a good understanding of the material.,0,5,2,6,UCR Dorms,Off-campus,Off - Campus Apartment,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Answer questions (when not mandatory, in chat), Ask questions (in chat), Ask questions (verbally)",4,1,1,Attempt to do homework,4,Both,5,3,Not being online,3am,7,"11am-4pm, 11pm-2am","Whenever I feel like it, which is kinda none anymore",48,48,3 hours,No,0,I still don't own a pet!,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",Moved back in with parents,No,No,No,none,1 to 3 times a week,1,1,3-5 times a week,No,Unchanged,Yes,Yes,"Netflix, HBO Max, Disney+, Amazon Prime",$11 to $20,"No, I use a family member's account",None,"Netflix, HBO Max, Disney+, Amazon Prime",$11 to $20,"No, I use a family member's account",None,No
2/3/2021 11:25:44,Male,Asian,Junior,Computer Science,3.0 - 3.29,Same,13,No,3,It was okay,Quarter system goes quick so try to study beforehand.,1,3,10,10,Off-campus Apartments,Off-campus,Off - Campus Apartment,Combined (Online + on-campus),"Answer polls/questions (when mandatory for participation credit), Ask questions (in chat), Ask questions (verbally), Take notes",1,2,1,Sleep,5,Both,5,3,To make it more interactive,1 am,8,10 pm - 9 pm,8 pm - 11 pm,6,6,4,Yes,1,Cat,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",Moved back in with parents,No,No,No,5 to 7 times a week,1 to 3 times a week,5,2,3-5 times a week,Yes,Improved,No,No,"Netflix, Crunchyroll",$10 or less,"No, I use a friend's account",None,"Netflix, Crunchyroll",$10 or less,"No, I use a friend's account",None,Yes
2/3/2021 14:49:07,Male,Hispanic or Latino or Spanish Origin,Senior/Senior+,Computer Science,3.0 - 3.29,Increase,12,Yes,4,I hated being here,Stop playing games while in lecture.,0,0,7,28,Off-campus home,On-campus,Off-campus home,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Ask questions (in chat), Ask questions (verbally), Take notes",1,1,1,work from another class,5,Both,4,2,Open notes during exams. ,12am,7,9am-5pm,6pm-12am,100,100,6,Yes,2,Dog,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",Lost a job,No,No,No,1 to 3 times a week,3 to 5 times a week,1,1,3-5 times a week,Yes,Improved,Yes,No,"Netflix, Hulu",$10 or less,"Yes, I paid for the whole subscription",Hulu,"Netflix, Hulu, Disney+",$11 to $20,"No, I split the cost with someone",12,Yes
2/3/2021 15:02:49,Male,"Hispanic or Latino or Spanish Origin, White",Senior/Senior+,Computer Science,3.3 - 3.69,Same,12,Yes,5,I hated being here,Wait until the remote learning is over so we stop getting scammed out of our money and education,4,0,17,58,On-campus Apartments,On-campus,I'll be graduated by that time,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Turn on your camera (when not mandatory), Answer questions (when not mandatory, in chat), Answer questions (when not mandatory, verbally), Ask questions (in chat), Ask questions (verbally), Take notes",1,1,1,Work from another class,5,Both,1,1,Create more interactive material/activities for the class environment instead of strictly lecturing,12:30am,5,6am-11pm,,126,135,1 hour,Yes,1,Dog,"Poultry, Seafood",Health,"Moved back in with parents, Lack of support system",No,No,No,5 to 7 times a week,5 to 7 times a week,3,3,3-5 times a week,No,Unchanged,Yes,No,"Netflix, Hulu",I did not own any subscriptions,"I use my student discount to pay for Spotify, family pays for the rest",Spotify/Hulu (student bundle),"Netflix, Hulu, Disney+",$10 or less,"No, I use a family member's account","I use my student discount to pay for Spotify, family pays for the rest",No
2/3/2021 22:25:54,Female,Asian,Junior,Computer Science,3.3 - 3.69,Increase,14,No,4,I did not attend UCR last academic school year,It's only my second quarter at UCR so I don't know how to give advice on how to have a better school experience when I don't have any experience at all.,0,1,5,56,"I was attending community college before covid, so I was living at home",On-campus,Debating between off-campus apartment or UCR dorm,Remote-learning (Online instruction),"Answer polls/questions (when mandatory for participation credit), Answer questions (when not mandatory, in chat), Ask questions (in chat), Ask questions (verbally), Take notes",1,1,1,Mostly eat and let my dog out to do her business. Sometimes I'll read a book or do work for another class that I haven't finished.,5,Both,4,4,Nothing when it comes to the online environment but it would be nice to have a quiet place for lectures and to do homework.,2am,7,9:30am - 1p.m. then 2pm - 6:20p.m then 7:30p.m - 12p.m,1p.m - 2p.m then 12a.m - 1a.m,24,56,4,Yes,1,Dog,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",Lack of access to technology,No,No,No,none,1 to 3 times a week,3,1,1-2 times a week,Yes,Improved,Yes,No,None,I did not own any subscriptions,I don't own a subscription,None,None,I do not own any subscriptions.,I don't own a subscription,None,YouTube
2/3/2021 23:51:41,Female,Asian,Senior/Senior+,CMDB,3.3 - 3.69,Increase,17,No,4,I enjoyed it but it could have been better,Start studying two weeks earlier for midterms,0,0,0,5,Off-campus Apartments,On-campus,On Campus Apartment,Combined (Online + on-campus),"Answer polls/questions (when mandatory for participation credit), Answer questions (when not mandatory, in chat), Ask questions (in chat), Take notes",1,1,1,"Eat, work for another class, chores",5,I actually watch the recorded lectures,3,3,Less technical difficulties,3am,8,1pm - 10pm,11am-12pm,7,5,1 hr,No,0,I still don't own a pet!,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",None of the above,No,No,No,1 to 3 times a week,5 to 7 times a week,4,2,0-1 times a week,Yes,Gotten worse,No,No,Netflix,$10 or less,"Yes, I paid for the whole subscription",Netflix,"Netflix, Hulu, Amazon prime, CBS",$11 to $20,"Yes, I pay for the whole subscription",All mentioned above,Yep
2/4/2021 10:35:52,Male,Hispanic or Latino or Spanish Origin,Senior/Senior+,CS,3.0 - 3.29,Increase,12,Yes,3,It was okay,Socialize more,2,4,0,8,Off-campus Apartments,On-campus,Done with school before campus opens,Remote-learning (Online instruction),"Answer polls/questions (when mandatory for participation credit), Take notes",2,1,1,None,4,I tell myself that I will watch the recorded lectures,1,3,No idea,11pm,8,9am-5pm,5pm-9pm,6,8,12,No,0,I still don't own a pet!,Poultry,"Personal Preference, Too picky",Moved back in with parents,No,No,Yes,3 to 5 times a week,5 to 7 times a week,1,3,1-2 times a week,Yes,Improved,No,No,"Netflix, Hulu, HBO Max, Disney+, Twitch",$31+,"Little of everything. Sometimes it’s split, sometimes it’s someone else’s account. Others it is paid whole.","Hulu, Twitch","Netflix, Hulu, HBO Max, Disney+, Twitch",$31+,"Little of everything. Sometimes it’s split, sometimes it’s someone else’s account. Others it is paid whole.",All,"Nope, about the same"
2/4/2021 13:31:23,Male,Asian,Sophomore,Computer Science with Business Applications,3.3 - 3.69,Same,13,Yes,2,It wasn't very good,Join clubs,3,8,1,5,UCR Dorms,On-campus,Off - Campus Apartment,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Ask questions (in chat)",2,4,3,Eat,4,I tell myself that I will watch the recorded lectures,5,2,Make all classes asynchronous ,12am,7,,,4,1,4,Yes,1,Dog,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",Moved back in with parents,No,No,Yes,1 to 3 times a week,5 to 7 times a week,4,2,5-7 times a week,Yes,Unchanged,Yes,No,"Netflix, Hulu, Disney+",$10 or less,"No, I use a family member's account",spotify,"Netflix, Hulu, Disney+, spotify",$10 or less,"No, I use a family member's account",None,Yes
2/4/2021 13:46:28,Female,"Asian, Native Hawaiian or Pacific Islander",Freshman,Material Science and Engineering,2.7 - 2.99,Same,18,No,4,I love it / I had a great time,"Don't be afraid to seek out help from professors, TAs, or your peers. Everyone is there to help you, not see you fail.",None,"None, I haven't joined any clubs or organizations yet.",Around 4 or so,60 hours,Off-campus Apartments,On-campus,UCR Dorms,Combined (Online + on-campus),"Answer polls/questions (when mandatory for participation credit), Answer questions (when not mandatory, in chat), Ask questions (in chat), Ask questions (verbally)",1,2,3,"sleep, eat, work from other classes, and chores",5,Both,3,5,nothing,10-12pm,7,"9am-6pm, 8pm-12am",6pm-8/9pm,720,1200,3-4 hours,Yes,4,"Dog, Snake","Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",None of the above,No,No,No,3 to 5 times a week,5 to 7 times a week,5,4,5-7 times a week,Yes,Unchanged,No,No,"Netflix, Hulu, HBO Max, Disney+",$31+,"No, I use a family member's account",None,"Netflix, Hulu, HBO Max, Disney+",$31+,"No, I use a family member's account",None,No
2/4/2021 14:13:33,Male,Asian,Senior/Senior+,Computer Science,3.0 - 3.29,Increase,13,Yes,5,I love it / I had a great time,Keep a calendar. The more you put on it the more fun it'll be to try to fill it out.,5,6,20,10,Crashed at friends' couches,On-campus,Whatever is most affordable,Remote-learning (Online instruction),"Answer polls/questions (when mandatory for participation credit), Turn on your camera (when not mandatory), Answer questions (when not mandatory, in chat), Ask questions (in chat), Ask questions (verbally), Take notes",1,1,2,Projects & work from another class,5,Both,5,5,If we could have better student participation,12am,6,10am-10pm,10pm-12am,6,12,3,Yes,2,Dog,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",Moved back in with parents,No,No,No,3 to 5 times a week,5 to 7 times a week,1,2,1-2 times a week,Yes,Gotten worse,No,No,Netflix,$11 to $20,"Yes, I paid for the whole subscription",Netflix,"Netflix, Hulu",$11 to $20,"No, I split the cost with someone",None,Yes
2/5/2021 11:17:45,Male,Asian,Sophomore,Computer Science,3.7 - 4.0,Same,16,Yes,4,It was okay,"Join a club, it's fun!",0,2-3,0,6,UCR Dorms,On-campus,On Campus Apartment,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Answer questions (when not mandatory, in chat), Ask questions (in chat), Take notes",2,1,1,n/a,5,Both,2,3,have professors post all recorded videos,2am,8,10am-7pm,12-2am,100,100,3,No,0,I still don't own a pet!,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",Moved back in with parents,No,No,No,5 to 7 times a week,5 to 7 times a week,1,3,5-7 times a week,Yes,Gotten worse,No,No,None,I did not own any subscriptions,I don't own a subscription,None,None,I do not own any subscriptions.,I don't own a subscription,None,No
2/5/2021 11:19:04,Male,"Hispanic or Latino or Spanish Origin, White",Senior/Senior+,Computer Science,3.3 - 3.69,Increase,13,Yes,4,I enjoyed it but it could have been better,Plan further ahead,Very Few,0,5,5,Off-campus Apartments,Off-campus,Graduating,Combined (Online + on-campus),"Answer polls/questions (when mandatory for participation credit), Answer questions (when not mandatory, in chat), Ask questions (in chat), Take notes",1,2,2,Eat,5,I actually watch the recorded lectures,5,4,In-class Labs,5am,6,"11am-4pm, 12am-2am",4pm-9pm,35,25,8,Yes,6+,"Dog, Bird, Rabbit, Turtle","Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",Lack of support system,No,No,No,3 to 5 times a week,1 to 3 times a week,3,1,0-1 times a week,Yes,Unchanged,No,No,"Netflix, Hulu, Disney+, Crunchyroll",$31+,"No, I split the cost with someone","Crunchyroll, Hulu","Netflix, Hulu, Disney+, Crunchyroll",$31+,"No, I split the cost with someone","Crunchyroll, Hulu",Yea
2/5/2021 11:27:38,Male,Hispanic or Latino or Spanish Origin,Senior/Senior+,Computer Science,3.7 - 4.0,Same,12,Yes,3,It was okay,intern,1,0,5,20,With parents,Off-campus,Parent's house,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Answer questions (when not mandatory, in chat), Take notes",1,2,2,work from another class,4,I actually watch the recorded lectures,2,4,make it not online,2am,8,2pm-10pm,10pm-1am,30,40,3 hours,Yes,4,"Dog, Cat","Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",None of the above,No,No,No,1 to 3 times a week,none,1,2,0-1 times a week,Yes,Improved,No,No,"Netflix, Hulu",$10 or less,"No, I use a family member's account",None,"Netflix, Hulu",$10 or less,"No, I use a family member's account",None,No
2/5/2021 12:03:49,Male,Hispanic or Latino or Spanish Origin,Senior/Senior+,Computer Science,2.3 - 2.69,Decrease,12,Yes,3,I enjoyed it but it could have been better,"Its not about how hard you work, its about when and how",1,0,4,20,home,Off-campus,home,Combined (Online + on-campus),"Answer polls/questions (when mandatory for participation credit), Take notes",1,1,2,work from another class,5,I tell myself that I will watch the recorded lectures,3,4,I would make all the tools we use more consolidated,3 am,7,3pm-10pm,10pm-3am,7,5,5,Yes,6+,"Dog, Cat","Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",Lack of support system,No,No,No,1 to 3 times a week,3 to 5 times a week,1,1,0-1 times a week,Yes,Gotten worse,No,No,None,I did not own any subscriptions,I don't own a subscription,None,Netflix,$10 or less,"Yes, I pay for the whole subscription",Netflix,yes
2/5/2021 16:27:36,Questioning/Non-binary(ish),Asian,Sophomore,Computer Science,3.7 - 4.0,Same,12,Yes,3,It wasn't very good,"Take classes that you really genuinely enjoy, even if they don't contribute to your credits",0,0,3,9,UCR Dorms,Off-campus,Off - Campus Apartment,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Ask questions (in chat), Take notes",2,2,4,"Sleep, eat, cook, sometimes i leave in the middle of class",4,Both,5,1,"Other than literally everything, more consistent leniency (ie drop-quizzes or stuff like that) or just in general more explicit support from professors and TA's for students struggling with mental illness ",1 AM,7,"9 AM - 11 AM, 1 PM - 4 PM, 6 PM - 8PM","8 AM - 9AM, 11 AM - 4PM (off and on), 6 PM - 1AM",4,6,4 hrs,No,0,I still don't own a pet!,I don't eat meat,"Environmental/ Animal Rights, Personal Preference","Moved back in with parents, Lack of support system",No,Yes,Yes,1 to 3 times a week,5 to 7 times a week,4,1,5-7 times a week,No,Gotten worse,No,No,Netflix,$11 to $20,"No, I use a family member's account",None,Netflix,$11 to $20,"No, I use a family member's account",None,Yes :')
2/5/2021 17:01:15,Female,Asian,Sophomore,CS,3.7 - 4.0,Same,14,Yes,4,I enjoyed it but it could have been better,Always find a way to make friends in your classes so you can have other people to work with and bounce ideas off of.,2,3,Too many to count,Around 2 hours per class not including study time,Home,On-campus,Home,Combined (Online + on-campus),"Answer polls/questions (when mandatory for participation credit), Answer questions (when not mandatory, in chat), Answer questions (when not mandatory, verbally), Ask questions (in chat), Ask questions (verbally), Take notes",1,1,1,Might eat sometimes,5,Both,2,3,Professors who don't have well written slides or well organized information in general and are kind of all over the place during lecture and you can't wrap your head around what they just told you because there's no organized visual supplement to the information.,11pm-12:30am,6,1pm-7pm,7pm-11pm,12,6,4,No,0,Does a Roomba count as a pet?,"Poultry, Seafood","I, in fact, DO eat all types of meat!",None of the above,No,No,No,none,5 to 7 times a week,5,2,3-5 times a week,Yes,Improved,No,Yes,Does it count if I leech off a friend's account?,I did not own any subscriptions,"No, I use a friend's account",None,Hulu,$10 or less,"Yes, I pay for the whole subscription","Hulu, Showtime, Spotify bundle",Yes
2/5/2021 17:51:44,Male,Asian,Junior,CS with Business Applications,3.3 - 3.69,Same,16,No,3,I enjoyed it but it could have been better,Get on discord,2,0,0,10,Off-campus Apartments,Off-campus,Off - Campus Apartment,Remote-learning (Online instruction),"Answer questions (when not mandatory, in chat), Ask questions (in chat), Take notes",1,1,1,"Sleep, work",4,I actually watch the recorded lectures,3,5,Fully asynchronous ,2 am,7,2pm - 9pm,9pm - 2am,35,30,4 hours,No,0,I still don't own a pet!,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",None of the above,No,No,No,1 to 3 times a week,1 to 3 times a week,4,3,0-1 times a week,Yes,Gotten worse,No,No,Netflix,$11 to $20,"Yes, I paid for the whole subscription",Netflix,Netflix,$11 to $20,"Yes, I pay for the whole subscription",Netflix,No
2/5/2021 19:33:04,Male,Asian,Sophomore,CS,3.7 - 4.0,Increase,17,Yes,4,It wasn't very good,Don't let a pandemic happen,0,0,0,13,UCR Dorms,On-campus,On Campus Apartment,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Ask questions (in chat)",1,1,3,Sleep,5,Both,5,2,More engaging/interesting ,4 am,9+,9pm-12am,"5pm-9pm, 12-am-3am",6,6,8,No,0,I still don't own a pet!,"Red Meat, Poultry",Personal Preference,"Moved back in with parents, Lack of support system",No,No,No,none,5 to 7 times a week,1,1,5-7 times a week,Yes,Gotten worse,No,No,"Netflix, Hulu",$10 or less,"No, I use a family member's account",None,"Netflix, Hulu",$10 or less,"No, I use a family member's account",None,Yes
2/5/2021 23:05:32,Male,Asian,Sophomore,ENCS,3.3 - 3.69,Same,13,Yes,2,It wasn't very good,"There's really no way to connect with others due to online schooling. Participating in club activities might help, but online schooling is just taking a toll.",0,0,12,9,UCR Dorms,On-campus,On Campus Apartment,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Turn on your camera (when not mandatory), Answer questions (when not mandatory, in chat), Ask questions (verbally), Take notes",1,2,2,None,4,Both,4,3,More student interaction,2 am,8,Varies but usually during the second half of the day 2pm-2am,throughout the day 10am-2am,30,20,7,No,0,I still don't own a pet!,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",Moved back in with parents,No,,No,none,5 to 7 times a week,2,1,0-1 times a week,No,Gotten worse,No,No,Netflix,$10 or less,"No, I use a family member's account",None,Netflix,$10 or less,"No, I use a family member's account",None,No
2/8/2021 10:35:59,Male,"Asian, White",Senior/Senior+,Computer Science,3.3 - 3.69,Same,12,Yes,3,It was okay,Don't be afraid to try new things,1,0,4,4,On-campus Apartments,On-campus,Graduating this year,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Answer questions (when not mandatory, in chat), Ask questions (in chat)",2,3,1,Work,5,I tell myself that I will watch the recorded lectures,2,2,Have more graders/TAs for labs,12am,8,11am - 6pm,8pm - 11pm,30,20,3,No,0,I still don't own a pet!,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",Moved back in with parents,Yes,Yes,Yes,none,none,2,1,0-1 times a week,Yes,Unchanged,No,Yes,Hulu,$10 or less,"Yes, I paid for the whole subscription",Hulu,Hulu,$10 or less,"Yes, I pay for the whole subscription",Hulu,Yes
2/9/2021 11:57:36,Male,Asian,Senior/Senior+,Computer Science,3.7 - 4.0,Same,12,Yes,4,I enjoyed it but it could have been better,no,1,3,3,10,Off-campus Apartments,Off-campus,Off - Campus Apartment,In-person (on-campus lecture),Answer polls/questions (when mandatory for participation credit),4,4,4,no,4,I actually watch the recorded lectures,4,4,no,1am,6,10 am - 6 pm,9 pm - 12pm,20,20,3,No,0,Cat,"Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!",None of the above,No,No,No,none,none,1,1,0-1 times a week,No,Unchanged,No,No,None,I did not own any subscriptions,I don't own a subscription,None,None,I do not own any subscriptions.,I don't own a subscription,None,no
2/10/2021 10:12:12,Male,Mixed,Sophomore,CEN,3.3 - 3.69,Decrease,18,Yes,2,It was okay,Make friends and form study groups. Go to OH and ask questions when you have them. Don't try to solo ride college.,0,0,0,40,Local Resident prior,On-campus,Same home,In-person (on-campus lecture),"Answer polls/questions (when mandatory for participation credit), Ask questions (in chat)",1,1,2,"Eat, work from other class,chores",4,I actually watch the recorded lectures,4,2,More interaction with professors and not so much independant work,4am,5,8am-10pm,11pm-12am,30,45,1,Yes,3,"Dog, Cat","Red Meat, Poultry, Seafood","I, in fact, DO eat all types of meat!","Lack of access to technology, Lack of support system",No,No,No,1 to 3 times a week,5 to 7 times a week,1,5,0-1 times a week,Yes,Unchanged,Yes,Yes,Netflix,$10 or less,"No, I use a family member's account",none,Netflix,$10 or less,"No, I use a family member's account",none,no
